	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_hits	vogdb_id	vogdb_categories	vogdb_hit	heme_regulatory_motif_count	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	virsorter_category	auxiliary_score	is_transposon	amg_flags
plasmid__NZ_CP045061_1_Salmonella_enterica_subsp__enterica_serovar_Muenchen_strain_LG26_plasmid_pLG26p2__complete_sequence_61123_73406_8__full-cat_2_20	plasmid__NZ_CP045061_1_Salmonella_enterica_subsp__enterica_serovar_Muenchen_strain_LG26_plasmid_pLG26p2__complete_sequence_61123_73406_8__full-cat_2	plasmid__NZ_CP045061_1_Salmonella_enterica_subsp__enterica_serovar_Muenchen_strain_LG26_plasmid_pLG26p2__complete_sequence_61123_73406_8__full-cat_2	20	11248	11793	1	C		sfl:SF0374  ISSfl4 ORF3	False	0.758	281.0	2.7150000000000003e-84	YP_002274238.1	YP_002274238.1 transposase [Stx2-converting phage 1717]	False	0.652	230.0	2.221e-68	Transposase IS66 family [PF03050.14]; IS66 C-terminal element [PF13817.6]					0								1	4	True	TF
plasmid__NZ_CP045061_1_Salmonella_enterica_subsp__enterica_serovar_Muenchen_strain_LG26_plasmid_pLG26p2__complete_sequence_61123_73406_8__full-cat_2_21	plasmid__NZ_CP045061_1_Salmonella_enterica_subsp__enterica_serovar_Muenchen_strain_LG26_plasmid_pLG26p2__complete_sequence_61123_73406_8__full-cat_2	plasmid__NZ_CP045061_1_Salmonella_enterica_subsp__enterica_serovar_Muenchen_strain_LG26_plasmid_pLG26p2__complete_sequence_61123_73406_8__full-cat_2	21	12113	12283	-1	C		eae:EAE_09025  hypothetical protein	False	0.859	68.0	5.668e-13												0								2	5	False	TF
plasmid__NZ_CP045278_1_Escherichia_coli_strain_LAU_OXA_plasmid_pLAU_OXA1__complete_sequence_41455_42685_6__lt2gene-cat_1_1	plasmid__NZ_CP045278_1_Escherichia_coli_strain_LAU_OXA_plasmid_pLAU_OXA1__complete_sequence_41455_42685_6__lt2gene-cat_1	plasmid__NZ_CP045278_1_Escherichia_coli_strain_LAU_OXA_plasmid_pLAU_OXA1__complete_sequence_41455_42685_6__lt2gene-cat_1	1	2	1228	-1	A		esm:O3M_26099  phage tail protein	True	0.927	796.0	3.3210000000000007e-258	YP_006906652.1	YP_006906652.1 putative phage tail protein [Salmonella phage SSU5]	True	0.86	730.0	4.084e-237						0								0	5	False	F
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_1	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	1	1	1056	1	A		sty:HCM2.0131  repA; putative replication protein A	True	0.914	672.0	1.575e-216	YP_006906701.1	YP_006906701.1 putative replication protein RepA [Salmonella phage SSU5]	True	0.904	670.0	2.506e-217	TrfA protein [PF07042.11]		sp|P0A253|REP12_SALTI	Xr;Xh	sp|P0A253|REP12_SALTI RepFIB replication protein A; XhXr	0								1	5	False	VF
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	2	1626	1838	-1	C		ypt:A1122_21372  hypothetical protein	False	1.0	151.0	1.8499999999999998e-41	YP_006906700.1	YP_006906700.1 putative Cre-associated protein [Salmonella phage SSU5]	False	0.992	149.0	2.165e-42			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	3	False	F
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_3	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	3	1838	2098	-1	C		ype:YPMT1.46c  hypothetical protein	False	0.924	169.0	2.686e-47	YP_006906699.1	YP_006906699.1 hypothetical protein SSU5_067 [Salmonella phage SSU5]	False	0.975	179.0	1.729e-52						0								1	3	False	F
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_4	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	4	2171	2350	-1	C		ypa:YPA_MT0092  hypothetical protein	False	0.793	97.0	7.622999999999999e-23	YP_006906698.1	YP_006906698.1 hypothetical protein SSU5_066 [Salmonella phage SSU5]	False	0.868	105.0	2.339e-27						0								2	3	False	F
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_5	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	5	2391	2666	-1	C		sty:HCM2.0003c  hypothetical protein	False	0.966	187.0	1.202e-53	YP_006906697.1	YP_006906697.1 hypothetical protein SSU5_065 [Salmonella phage SSU5]	False	0.977	190.0	4.333e-56						0								2	3	False	F
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_6	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	6	2735	3145	-1	C		sty:HCM2.0004c  hypothetical protein	False	0.994	288.0	1.102e-87	YP_006906696.1	YP_006906696.1 hypothetical protein SSU5_064 [Salmonella phage SSU5]	False	0.987	286.0	1.7599999999999998e-88			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	3	False	F
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_7	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	7	3129	3500	-1	C		sty:HCM2.0005c  hypothetical protein	False	1.0	267.0	1.494e-80	YP_006906695.1	YP_006906695.1 putative NinX-like protein [Salmonella phage SSU5]	False	1.0	267.0	3.589e-82	Protein of unknown function (DUF2591) [PF10765.9]		sp|Q38665|NINX_BPP22	Xu	sp|Q38665|NINX_BPP22 Putative protein ninX; Xu	0								1	3	False	F
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_8	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	8	3663	4493	-1	A		ypd:YPD4_pMT0045  putative lipoprotein	True	0.939	545.0	4.079e-174	YP_006906694.1	YP_006906694.1 putative SPFH domain / band 7 protein [Salmonella phage SSU5]	True	0.937	544.0	1.841e-175			sp|Q9FHM7|HIR4_ARATH	Xh	sp|Q9FHM7|HIR4_ARATH Hypersensitive-induced response protein 4; Xh	0	MER0806823	I87	MER0806823 - family I87 unassigned peptidase inhibitors (Escherichia coli) [I87.UPW]#I87#{inhibitor unit: 82-240}~source M8XYD1~	False	0.754	246.0	1.73e-71	1	3	False	PF
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_9	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	9	4497	4697	-1	C		ypa:YPA_MT0094  hypothetical protein	False	0.847	118.0	3.96e-30	YP_006906693.1	YP_006906693.1 hypothetical protein SSU5_061 [Salmonella phage SSU5]	False	0.858	120.0	2.678e-32			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	3	False	F
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_10	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	10	4789	5865	-1	A		sty:HCM2.0008c  putative recombinase	True	0.956	722.0	1.249e-233	YP_006906692.1	YP_006906692.1 putative RecA-like recombinase [Salmonella phage SSU5]	True	0.955	720.0	1.059e-234	recA bacterial DNA recombination protein [PF00154.21]; Rad51 [PF08423.11]; AAA domain [PF13481.6]		sp|P04529|UVSX_BPT4	Xr;Xh	sp|P04529|UVSX_BPT4 Recombination and repair protein; XhXr	0								1	3	False	VF
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_11	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	11	5868	6134	-1	C		ypa:YPA_MT0053  hypothetical protein	False	0.93	174.0	4.853e-49	YP_006906691.1	YP_006906691.1 hypothetical protein SSU5_059 [Salmonella phage SSU5]	False	0.93	174.0	1.166e-50						0								2	3	False	
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_12	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	12	6134	7078	-1	A		sty:HCM2.0010c  putative exonuclease	True	0.966	640.0	2.4839999999999998e-206	YP_006906690.1	YP_006906690.1 DNA polymerase I [Salmonella phage SSU5]	True	0.965	640.0	8.179e-208	5'-3' exonuclease, N-terminal resolvase-like domain [PF02739.16]; 5'-3' exonuclease, C-terminal SAM fold [PF01367.20]		sp|P13319|RNH_BPT4	Xr	sp|P13319|RNH_BPT4 Ribonuclease H; Xr	0								1	3	False	VF
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_13	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	13	7139	8155	-1	A		ypd:YPD4_pMT0048  hypothetical protein	True	0.902	645.0	1.7380000000000003e-207	YP_006906689.1	YP_006906689.1 hypothetical protein SSU5_057 [Salmonella phage SSU5]	True	0.897	640.0	3.439e-207	gp32 DNA binding protein like [PF08804.10]		sp|P09035|VHED_BPT2	Xr	sp|P09035|VHED_BPT2 Single-stranded DNA-binding protein (Fragment); Xr	0								2	3	False	VF
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_14	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	14	8275	8706	-1	C		sty:HCM2.0012  hypothetical protein	False	0.903	272.0	6.464e-82	YP_006906688.1	YP_006906688.1 hypothetical protein SSU5_056 [Salmonella phage SSU5]	False	0.903	272.0	1.553e-83			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	3	False	F
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_15	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	15	8928	9179	1	C		ypg:YpAngola_0102  hypothetical protein	False	1.0	186.0	2.0879999999999998e-53	YP_006906687.1	YP_006906687.1 hypothetical protein SSU5_055 [Salmonella phage SSU5]	False	0.496	69.0	2.631e-14						0								2	3	False	F
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_16	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	16	9250	9813	1	A		ypx:YPD8_pMT0052  hypothetical protein	True	0.951	376.0	4.727e-117	YP_006906686.1	YP_006906686.1 putative phage transcriptional regulator AlpA-like protein [Salmonella phage SSU5]	False	0.665	256.0	5.01e-77	Prophage CP4-57 regulatory protein (AlpA) [PF05930.12]					0								2	3	False	F
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_17	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	17	9850	10284	-1	C		ypp:YPDSF_4090  hypothetical protein	False	0.899	272.0	4.945e-82	YP_006906685.1	YP_006906685.1 hypothetical protein SSU5_053 [Salmonella phage SSU5]	False	0.894	259.0	2.901e-79						0								2	3	False	F
plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2_18	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	plasmid__NZ_CP046272_1_Enterobacter_hormaechei_strain_E70_plasmid_pE70_A__complete_sequence_0_11375_1__full-cat_2	18	10281	11375	-1	A	K02337	sty:HCM2.0015c  putative DNA polymerase III alpha subunit; K02337 DNA polymerase III subunit alpha [EC:2.7.7.7]	True	0.957	734.0	9.468e-238	YP_006906684.1	YP_006906684.1 DNA polymerase III alpha subunit [Salmonella phage SSU5]	True	0.953	731.0	2.83e-238	Helix-hairpin-helix motif [PF14579.6]					0								1	5	False	F
plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1_1	plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1	plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1	1	2	667	1	C		vsa:VSAL_p840_62  putative integrase	False	0.605	262.0	4.465e-77	YP_009002786.1	YP_009002786.1 putative transposase [Staphylococcus phage StauST398-4]	False	0.318	107.0	3.73e-25	Integrase core domain [PF00665.26]		sp|P37248|TRA8_CUPMC	Xr;Xh	sp|P37248|TRA8_CUPMC Transposase for insertion sequence element IS1086; XhXr	0								1	5	False	VF
plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1_2	plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1	plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1	2	725	880	-1	E																		0								1	2	False	F
plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1_3	plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1	plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1	3	1012	1629	1	E																		0								2	2	False	F
plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1_4	plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1	plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1	4	1665	2000	-1	C		dru:Desru_3549  phage major capsid protein HK97 family	False	0.504	106.0	6.163e-25	YP_009010476.1	YP_009010476.1 minor capsid protein [Geobacillus phage GBK2]	False	0.336	62.0	3.496e-11	Phage capsid family [PF05065.13]					0								0	3	False	F
plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1_5	plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1	plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1	5	2154	3128	1	C		plu:plu3016  ISPlu1B; IS30 family transposase	False	0.399	220.0	1.458e-60	YP_009002786.1	YP_009002786.1 putative transposase [Staphylococcus phage StauST398-4]	False	0.284	135.0	3.065e-33	Helix-turn-helix domain [PF13936.6]; Integrase core domain [PF00665.26]		sp|P37248|TRA8_CUPMC	Xr;Xh	sp|P37248|TRA8_CUPMC Transposase for insertion sequence element IS1086; XhXr	0								1	2	False	VF
plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1_6	plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1	plasmid__NZ_CP048055_1_Piscirickettsia_salmonis_strain_Ps_11091B_plasmid_Ps11091B_p3__complete_sequence_28791_32075_7__full-cat_1	6	3148	3282	-1	E																		0								1	5	False	F
plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1_1	plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1	plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1	1	1	738	-1	A		sty:HCM2.0067c  hypothetical protein	True	0.951	494.0	8.187e-157	YP_006906637.1	YP_006906637.1 putative major capsid protein [Salmonella phage SSU5]	True	0.951	494.0	1.967e-158			REFSEQ	Xu	REFSEQ major capsid protein; Xu	0								0	5	False	F
plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1_2	plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1	plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1	2	765	1661	-1	A		ypm:YP_pMT023  hypothetical protein	True	0.882	549.0	6.678e-175	YP_006906636.1	YP_006906636.1 hypothetical protein SSU5_004 [Salmonella phage SSU5]	True	0.881	548.0	4.1299999999999995e-176			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	1	False	F
plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1_3	plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1	plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1	3	1684	3258	-1	A		sty:HCM2.0069c  hypothetical protein	True	0.953	1051.0	0.0	YP_006906635.1	YP_006906635.1 hypothetical protein SSU5_003 [Salmonella phage SSU5]	True	0.953	1051.0	0.0			sp|Q05220|PORTL_BPML5	Xr;Xs;Xp	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	0								1	1	False	VF
plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1_4	plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1	plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1	4	3292	4548	-1	A		ypk:Y1030.pl  hypothetical protein	True	0.998	883.0	2.23e-288	YP_006906634.1	YP_006906634.1 putative terminase large subunit [Salmonella phage SSU5]	True	0.998	883.0	5.359000000000002e-290	Terminase-like family [PF03237.15]; Phage terminase large subunit [PF04466.13]		sp|O31952|YONF_BACSU	Xu	sp|O31952|YONF_BACSU SPbeta prophage-derived uncharacterized protein YonF; Xu	0								0	2	False	F
plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1_5	plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1	plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1	5	4551	5192	-1	A		ypk:Y1029.pl  hypothetical protein	True	0.897	400.0	3.786e-125	YP_006906633.1	YP_006906633.1 putative DNA-binding protein [Salmonella phage SSU5]	True	0.888	396.0	2.92e-125			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								2	2	False	F
plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1_6	plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1	plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1	6	5388	5654	-1	C		ypm:YP_pMT027  hypothetical protein	False	0.951	178.0	1.496e-50	YP_006906762.1	YP_006906762.1 hypothetical protein SSU5_130 [Salmonella phage SSU5]	False	0.951	178.0	3.594e-52						0								2	2	False	F
plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1_7	plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1	plasmid__NZ_CP048417_1_Citrobacter_freundii_strain_CitB_plasmid_pA_CitB__complete_sequence_60288_66195_9__full-cat_1	7	5664	5906	-1	C	K07128	ypx:YPD8_pMT0025  hypothetical protein; K07128	False	0.948	162.0	5.934e-45	YP_006906761.1	YP_006906761.1 putative ABC transporter ATP-binding protein [Salmonella phage SSU5]	False	0.948	162.0	1.426e-46						0								1	5	False	F
plasmid__NZ_CP049142_1_Pseudomonas_nitroreducens_strain_HBP1_plasmid_pPniHBP1_1__complete_sequence_382559_386787_50__full-cat_2_1	plasmid__NZ_CP049142_1_Pseudomonas_nitroreducens_strain_HBP1_plasmid_pPniHBP1_1__complete_sequence_382559_386787_50__full-cat_2	plasmid__NZ_CP049142_1_Pseudomonas_nitroreducens_strain_HBP1_plasmid_pPniHBP1_1__complete_sequence_382559_386787_50__full-cat_2	1	40	516	1	E																		0								2	5	False	F
